original_path,final_path,media_type,date_folder,location,location_source,duplicate_of
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0439.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0439.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0440.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0440.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0441.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0441.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0442.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0442.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0443.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0443.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0444.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0444.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0445.MP4,,video,2023-02-27,"Belleair Beach, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0445.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0446.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0446.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0447.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0447.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0448.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0448.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0449.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0449.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0450.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0450.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0451.MP4,,video,2023-02-27,"Belleair Beach, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0451.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0848.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0848.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0849.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0849.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0850.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0850.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0851.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0851.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0852.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0852.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0853.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0853.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0854.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0854.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0855.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0855.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0856.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0856.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0857.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0857.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0858.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0858.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0859.JPG,,photo,2023-02-27,"Harbor Bluffs, Florida, US",gps,E:\Drone\103MEDIA\DJI_0859.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0860.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0860.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0861.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0861.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0862.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0862.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0863.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0863.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0864.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0864.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0865.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0865.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0866.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0866.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0867.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0867.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0868.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0868.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0869.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0869.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0870.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0870.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0871.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0871.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0872.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0872.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0873.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0873.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0874.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0874.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0875.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0875.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0876-DeNoiseAI-standard.jpg,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-02-27\DJI_0876-DeNoiseAI-standard.jpg",photo,2023-02-27,"Belleair Beach, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0876.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0876.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0877.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0877.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0878.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0878.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0879.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0879.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0880.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0880.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0881.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0881.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0882.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0882.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0883.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0883.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0884.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0884.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0885.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0885.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0886.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0886.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0887.MP4,,video,2023-02-27,"Belleair Beach, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0887.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0890.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0890.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0891.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0891.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0892.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0892.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0893.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0893.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0894.JPG,,photo,2023-02-27,"Belleair Beach, Florida, US",gps,E:\Drone\103MEDIA\DJI_0894.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0895.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0895.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0896.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0896.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0897.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0897.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0898.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0898.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0899.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0899.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0900.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0900.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0901.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0901.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0902.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0902.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0903.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0903.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0904.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0904.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0905.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0905.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0906.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0906.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0907.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0907.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0908.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0908.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0909.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0909.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0910.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0910.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0911.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0911.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0912.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0912.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0913.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0913.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0914.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0914.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0915.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0915.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0916.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0916.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0917.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0917.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0918.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0918.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0919.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0919.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0920.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0920.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0921.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0921.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0922.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0922.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0923.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0923.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0924.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0924.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0925.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0925.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0926.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0926.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0927.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0927.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0928.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0928.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0929.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0929.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0930.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0930.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0931.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0931.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0932.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0932.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0933.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0933.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0934.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0934.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0935.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0935.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0936.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0936.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0937.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0937.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0938.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0938.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0939.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0939.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0940.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0940.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0941.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0941.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0942.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0942.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0943.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0943.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0944.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0944.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0945.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0945.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0946.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0946.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0947.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0947.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0948.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0948.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0949.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0949.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0950.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0950.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0951.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0951.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0952.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0952.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0953.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0953.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0954.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0954.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0955.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0955.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0956.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0956.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0957.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0957.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0958.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0958.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0959.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0959.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0960.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0960.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0961.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0961.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0962.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0962.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0963.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0963.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0964.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0964.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0965.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0965.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0966.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0966.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0967.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0967.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0968.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0968.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0969.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0969.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0970.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0970.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0971.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0971.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0972.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0972.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0973.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0973.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0974.MP4,,video,2023-02-28,Jupiter Venus Kiss,nearest-time,E:\Drone\103MEDIA\DJI_0974.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0975.MP4,,video,2023-02-28,Jupiter Venus Kiss,nearest-time,E:\Drone\103MEDIA\DJI_0975.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0976.MP4,,video,2023-02-28,Jupiter Venus Kiss,nearest-time,E:\Drone\103MEDIA\DJI_0976.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0977.MP4,,video,2023-02-28,Jupiter Venus Kiss,nearest-time,E:\Drone\103MEDIA\DJI_0977.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0978.MP4,,video,2023-02-28,Jupiter Venus Kiss,nearest-time,E:\Drone\103MEDIA\DJI_0978.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0979.MP4,,video,2023-02-28,Jupiter Venus Kiss,nearest-time,E:\Drone\103MEDIA\DJI_0979.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0980.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0980.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0981.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0981.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0982.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0982.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0983.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0983.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0984.MP4,,video,2023-02-28,Jupiter Venus Kiss,nearest-time,E:\Drone\103MEDIA\DJI_0984.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0985.MP4,,video,2023-02-28,Jupiter Venus Kiss,nearest-time,E:\Drone\103MEDIA\DJI_0985.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0986.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0986.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0987.JPG,,photo,2023-02-28,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0987.JPG
